Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,cost_of_prod,Harvest_Price
Groundnut,Tamil Nadu,2025,341940.970851924,899546.8521771114,2770.4821581545107,6644.314509885052,0.764161488723396,4760.974044575402,6385.342667960516
Groundnut,Telangana,2025,97613.55758841721,211585.74161725413,2289.777795381385,6566.125159090721,0.8164716564692397,4646.9756575512365,6229.716255696656
Groundnut,Tripura,2025,358080.8515676398,886563.9755971055,598.3387445834796,6456.8004803574795,1.413407143590125,4116.472320668363,6414.12880316316
Groundnut,Uttar Pradesh,2025,120253.68339730248,148997.28923984963,1229.6200366207336,6543.335034565589,0.39178976348746875,4725.677330806508,5813.051827965088
Groundnut,Uttarakhand,2025,369.6985557626048,620.553127528163,1527.796050870314,6617.806921133047,1.4488104763413014,4632.253137499363,7627.500106295635
Groundnut,West Bengal,2025,83540.31738807126,257682.31674283973,2943.572698622771,6596.981942342103,0.9578142553049004,4650.377923668529,6342.2985045787045
Guarseed,Gujarat,2025,384051.63084080466,1487780.1381855146,1193.4393043727741,6602.271263586564,0.17175719101271203,3176.565405519483,5159.210022946378
Guarseed,Haryana,2025,356299.89199695777,1369944.4007700072,1006.0667829028831,6592.390033481065,0.640526585421847,3275.9585853840094,4935.6476365806175
Guarseed,Punjab,2025,335052.5951400374,1270795.9263291988,987.5820679187404,6618.342684058308,0.9105477388566143,3516.6767198142084,5637.794961235621
Guarseed,Rajasthan,2025,391419.2055211387,1566880.5545083256,1163.436303349167,6632.939362157677,0.36057931477735183,3152.1957182557812,4821.3513974205125
Guarseed,Uttar Pradesh,2025,375287.9566973108,1551310.615506545,1144.9162902457142,6579.793159503048,0.38749116725722366,3158.4160925491765,4972.723235942759
Jowar,Andhra Pradesh,2025,98553.32482449479,384686.7344288421,3661.839501087241,3257.9048846865767,0.6703670469161086,1333.149980387023,2518.6584484226823
Jowar,Bihar,2025,717.7054525368045,802.4430962167266,1094.3126314317803,3316.732826337513,0.29725683922736396,2118.0643055808982,2755.047318654018
Jowar,Chhattisgarh,2025,743.5152759276019,677.5968836057124,812.5219978992407,3269.8604046242067,0.6933283309748316,1882.5007376420851,3180.3701569904983
Jowar,Delhi,2025,531831.2094898544,4218647.301789614,9556.955153498062,3264.849655612126,0.6261934875040288,1484.1475624575717,2569.798333667313
Jowar,Gujarat,2025,44013.05815587542,56575.2779179749,1369.7779081265114,3247.2146783190155,0.16091099573178025,2089.9658625468205,3111.7347368069504
Jowar,Haryana,2025,20189.10162214162,9791.389965476345,543.2367650538822,3316.8755511219438,0.642872791501857,1962.1782210043636,2276.29206609415
Jowar,Jharkhand,2025,798.1888892703045,839.9307116362853,1057.5857441209396,3261.047601904697,0.5287414698096534,1918.5222051519129,2669.20126656624
Jowar,Karnataka,2025,715967.8022546276,946646.3601235356,1183.7486463436182,3250.6490536325414,0.36088238433748543,2297.427746851323,2585.3609442514507
Jowar,Kerala,2025,993.2638773028847,539.2476500418705,540.5635133617732,3263.8962226849626,1.360559506919166,1919.1762443622356,3029.8621914916107
Jowar,Madhya Pradesh,2025,90973.95663848895,148226.78581884166,1778.7304075818436,3270.3235992621785,0.4221920094281382,1546.3347430130198,2640.435948440683
Jowar,Maharashtra,2025,1809272.5450780527,1857130.423449045,1079.5942103909974,3302.527922727606,0.36074554301548345,1957.7259092684658,2870.0441889261547
Jowar,Nagaland,2025,513734.73831599473,3677311.8394992775,9967.449931125804,3324.6584687425434,1.429958772874513,1443.8514095156902,2429.9584069551456
Jowar,Odisha,2025,7116.57896088709,5617.601164390066,792.635426091406,3305.4248734041,1.0412536425454735,1912.5080172836915,2788.1726043021963
Jowar,Puducherry,2025,530956.2238147651,3797084.7678617956,10195.34170895594,3331.3989843262025,0.7173190454503654,1430.474946058782,2562.837455065917
Jowar,Rajasthan,2025,528502.229280203,434711.56654171087,887.2128417127867,3321.3598198969576,0.3693780272273999,1590.558821372063,2700.6981767185925
Jowar,Tamil Nadu,2025,358754.6826353758,263526.4550948324,712.2851780720592,3241.1574476490036,0.8128911891679401,1732.9918859472516,2708.117662390442
Jowar,Telangana,2025,109885.89510408734,177442.64259108284,1631.2296394758152,3319.9315015017073,0.7793191522885746,1633.098655386879,2933.4803979750563
Jowar,Uttar Pradesh,2025,291248.2068211566,460573.09798960853,1539.9760167347172,3262.3211156139896,0.3703947420880332,1593.8459361985392,2622.758527047584
Jowar,West Bengal,2025,141.20915860431123,85.03141765190401,577.7392392700838,3254.9299887392976,1.0078441020351994,1895.8271090968342,2980.8465783145784
Jute,Assam,2025,54743.20708432745,687693.4265407124,2171.2510758143985,5118.569099967221,2.108622877864417,3449.5713412298587,2368.0795695046527
Jute,Bihar,2025,52935.67067262384,782873.8461851861,2747.8461992277666,5169.02251303128,0.30279805270259486,2063.282151285698,4727.94077101694
Jute,Meghalaya,2025,403508.30643359723,2559770.084072002,6850.40676091986,5276.849828465075,2.3192832648949797,2948.443114655179,4573.0946525028185
Jute,Nagaland,2025,493069.84645110887,3100387.777356333,7409.102962078675,5142.382287733375,1.3877606216949188,2762.736560701285,4365.05292978045
Jute,Odisha,2025,2852.2732530303288,40057.47385102362,2499.084161597687,5179.727415241188,1.0341455473099392,2796.6818776153195,4466.670784821675
Jute,Tripura,2025,448645.0401190212,2853599.0551371323,7265.962331488039,5190.942929981546,1.5058941035324744,2737.2325195066487,4565.029888121344
Jute,West Bengal,2025,483370.6065770747,7646568.252570134,2962.549700286026,5131.962597258225,0.9678574238854688,2996.4710518943984,4956.637870261497
Jute & Mesta,Andhra Pradesh,2025,1044.1421387164453,12090.915431465975,2212.450898876242,2119.7360469607142,0.6521949756333212,1571.964969876465,2817.7446708359134
Jute & Mesta,Assam,2025,55844.604071110014,661458.152855389,2049.015764798337,2146.248569591567,2.003889647205043,1660.3258193927916,2334.322884552288
Jute & Mesta,Bihar,2025,63712.38584730472,975936.5183515897,2648.3641060322757,2145.0944667764775,0.28020469727647374,1573.7825263041332,2416.4641340186963
Jute & Mesta,Chhattisgarh,2025,316.01929671249894,667.5746682235045,386.69395765737863,6671.149480771489,0.6766544225998183,5716.465078916153,8130.979168956334
Jute & Mesta,Meghalaya,2025,263253.70541847456,798884.3659082098,634.9409271799497,6600.789456180432,2.3172156567839726,4072.128760536189,5710.970183323615
Jute & Mesta,Nagaland,2025,303188.35024962074,1163582.950079756,888.5571654613228,6722.501409522894,1.3690369015420276,3828.7045335067346,5622.355415624595
Jute & Mesta,Odisha,2025,6492.111250946787,57390.0626389273,1605.4209904100949,5265.14733554467,1.0461387289865185,2879.4907874871087,4816.734409995076
Jute & Mesta,Tripura,2025,312987.2508036354,1154130.3725162174,824.4230930008285,6660.82936888822,1.493383327398252,3760.65023129739,5958.062909325933
Jute & Mesta,West Bengal,2025,488944.01046721934,8255168.398212673,2876.8772156549876,2183.873106159123,0.9527103117752127,1249.3398057981158,3057.995313847472
Lentil,Arunachal Pradesh,2025,238334.25254053713,161557.58746400467,-454.3403390062435,6509.244530881097,3.040184389996072,5171.332389437106,8199.677699847316
Lentil,Assam,2025,25406.818997571114,19473.630964618056,805.7045641856232,6499.8027745585505,2.034148681109512,4145.711073579865,6528.710336299586
Lentil,Bihar,2025,140931.32087372238,109752.60992500318,803.1138476733482,6640.910954117091,0.28910391695208465,2339.668319321423,6325.277293437702
Lentil,Chhattisgarh,2025,14456.158792702503,5905.860442752052,418.8999472805229,6491.735175163937,0.7158320364335614,5533.378160010534,6247.844769363613
Lentil,Haryana,2025,96.25867685677893,83.8048406619452,839.759085784005,6523.142104584679,0.635570906884582,3697.743033500288,9221.542185505146
Lentil,Himachal Pradesh,2025,222.0954052340199,288.42661124755034,1358.790875763375,6541.366482291544,2.2309331548452613,4250.208496018848,8138.969032271535
Lentil,Jharkhand,2025,51755.581722059804,42868.36895247406,915.7899987566134,6549.005538719726,0.5785741981670944,3665.993143121336,6446.897912209098
Lentil,Ladakh,2025,369669.62036172755,816041.1257275525,-3.6497114300169575,6509.800691053834,1.1054614483307144,3867.377108548637,7305.699665924883
Lentil,Madhya Pradesh,2025,739767.1002920989,785919.8185075661,1103.0147625328582,6699.590725289219,0.423695110220531,2705.5602599598997,5748.6798893612295
Lentil,Manipur,2025,405526.72786976874,932781.4231275197,86.19793306943278,6546.122509803829,0.7696253976112601,3784.886551678583,7635.358687732665
Lentil,Nagaland,2025,335557.29470868595,746649.9508397807,-71.32776179459447,6716.505638573226,1.417616821493506,3951.522464806764,7894.9406834310885
Lentil,Odisha,2025,15326.367490107901,7862.48698135623,527.5298984167576,6614.197616700195,1.0592525816041538,5326.475252523694,6136.867392183506
Lentil,Punjab,2025,492.11779281926727,363.5064021254232,761.2453195318152,6743.701270576961,0.910206780422844,4616.774003948531,8271.075374577753
Lentil,Rajasthan,2025,25084.772850904345,29564.94641772068,1220.548483623684,6497.701608984996,0.3810105935937384,4300.171109613176,6230.24775663742
Lentil,Tripura,2025,328004.1741334074,717221.7149038432,-89.82634383369879,6668.781116791713,1.418949590583336,3811.502273318715,7721.046419300767
Lentil,Uttar Pradesh,2025,575097.1860447503,529123.5427562206,1004.8360806266606,6688.777806170586,0.3788550748936989,3819.819263296938,5851.161267304595
Lentil,Uttarakhand,2025,9585.910327185713,8188.858022578106,877.4207132968862,6721.576162210029,1.4226839986239221,3770.8642281132775,6590.19697516356
Lentil,West Bengal,2025,158703.90112052087,156111.00815348732,919.1791502591893,6502.739248750423,1.0145518897595853,3141.7398460037716,6540.557928713215
Linseed,Assam,2025,4885.4115407501395,3020.8923839944687,602.8048938762238,6871.233663849988,1.954265806280777,5693.038158916624,3760.671672367039
Linseed,Bihar,2025,5642.074145457968,4759.3339588139825,852.6885521671499,6987.97417599848,0.2862803629882675,4077.40943569842,5415.153675399288
Linseed,Chhattisgarh,2025,8817.931588382327,2713.986486083067,327.22684483478696,7025.519797929372,0.6922685749278953,6052.738790043777,6321.699779135836
Linseed,Himachal Pradesh,2025,124.49406866707056,46.33180038921455,395.7115578325276,6876.066027742038,2.3069355129400866,5812.1574826758,7449.012529044978
Linseed,Jammu And Kashmir,2025,486463.87987248594,4787857.217724831,14651.46196424826,2211.100163680273,2.8393183362384424,1149.5560365441897,2630.3810293373103
Linseed,Jharkhand,2025,24103.05540808694,14194.538252442617,565.3169850648159,6933.651164022986,0.5303004560542797,5571.077279109635,6041.595373297739
Linseed,Karnataka,2025,191.04023855087576,72.97808162188048,371.1592058187847,6850.110838014709,0.37097943828278884,5716.676139579766,8891.829917825615
Linseed,Madhya Pradesh,2025,45779.54341599878,35443.753401884554,758.8815376433706,7032.406756218802,0.4128798192621228,4653.124565829817,5823.688080136485
Linseed,Maharashtra,2025,7215.2221723721195,3309.6050525677083,470.2302934156958,6854.501500172531,0.34886083755922787,5847.523717930278,6053.103584477997
Linseed,Meghalaya,2025,519788.41982439504,4797948.872318953,14899.610422063512,2205.1005854107643,2.298601122555004,1183.478220431211,2533.2084186941684
Linseed,Nagaland,2025,577335.2817195249,5380400.957766823,15206.115855288832,2214.778975902327,1.3800157200765233,1153.012105783143,2664.5527888829583
Linseed,Odisha,2025,8134.006850983159,3885.564355077428,491.5487312286219,6995.015862889468,1.0958601846105402,5871.1344710734875,6224.614321527747
Linseed,Rajasthan,2025,10037.120592961393,11100.885297648309,1120.7824955666954,6817.707284902135,0.3752871641709714,4252.828199803205,5468.81214977002
Linseed,Uttar Pradesh,2025,57113.82476258495,35877.0352366828,626.0523335953434,6777.295306035566,0.3742115092432641,5501.174210520202,5333.147517114141
Linseed,West Bengal,2025,3060.6130499792403,1237.0602982673345,378.7722180222835,7004.875286312048,0.973335061986495,5669.220068690663,6109.5909845177
Maize,Andaman And Nicobar Islands,2025,609169.6679062123,4217046.682654815,9963.471113749625,2169.5081375608183,0.0,1211.5855047162354,2513.193180134741
Maize,Andhra Pradesh,2025,304503.364947493,1699371.0207116953,5759.413493578674,2122.761922421565,0.6986622380057839,966.6085099997231,1834.1444185150049
Maize,Arunachal Pradesh,2025,401017.00988007005,3266251.6934212563,9593.375546862462,2128.291308074969,3.073575551859824,1227.3604796371733,2295.543796123538
Maize,Assam,2025,104783.9684994608,387817.4763170778,4044.78886787794,2168.3695652581214,2.1405366978547704,1170.9297278456659,1303.7773874872491
Maize,Bihar,2025,733617.4888258639,4587249.073043842,6475.51725607783,2125.583155455833,0.3080779276395256,956.344629004775,2048.288097654591
Maize,Chandigarh,2025,509075.57469459024,3731635.28639641,9541.425894518934,2141.3888322155303,1.2437154682012277,1251.8417212114884,2637.2770355420453
Maize,Chhattisgarh,2025,125998.14920414933,404255.5990431121,3308.269654697899,2153.8407775687206,0.6719262753020345,1171.3721841430554,1905.748804105378
Maize,Delhi,2025,544245.570501072,4281525.939836746,9813.916403457932,2137.217615077263,0.6601976655337437,1218.6843432403948,2610.5666992159286
Maize,Gujarat,2025,417067.8093571979,866707.9255329538,2156.9824654334498,2162.4220138777227,0.16413839011769613,2121.089063604055,2102.834756509387
Maize,Haryana,2025,4891.07841204365,18674.26201939475,3820.122740040119,2163.923295409749,0.6528889993263474,1209.2322654923732,2025.2960099972922
Maize,Himachal Pradesh,2025,240496.33370824446,674619.8073281236,2837.13560469185,2144.3755463582147,2.281225879319951,1836.8836794260294,2117.310843230432
Maize,Jammu And Kashmir,2025,397029.22701640986,3325756.6700846017,9798.655069103026,2124.422739912604,2.9808280916888834,1232.2558201932466,2160.0853218057096
Maize,Jharkhand,2025,232965.85680917292,545122.8869146483,2223.68387223411,2115.0289571901094,0.5528789051540786,1592.3683017506123,2270.9397314373746
Maize,Karnataka,2025,2019470.971725482,5539150.009820014,2787.395997694397,2167.6862117755927,0.3705929474573392,1181.8808027250536,3209.0549651546485
Maize,Kerala,2025,217.97139869472448,512.7691625831986,2572.2127955622514,2158.2853600509898,1.378016725182837,1468.119017525897,2045.195929664253
Maize,Madhya Pradesh,2025,1538435.9825896013,4426494.356506666,2698.5244410883756,2178.221054144242,0.4310280482442217,1240.9812886584548,2858.3083033396892
Maize,Maharashtra,2025,1284311.2854930656,2491190.598558482,1823.1791979635032,2178.392662144651,0.3742552377078982,1414.0023047953953,2432.3387922887555
Maize,Manipur,2025,527291.7248085155,3880182.61367149,9488.94257227345,2147.354946596394,0.7309510906757033,1186.7332178624265,2480.6043387830246
Maize,Meghalaya,2025,454451.16725842166,3497272.696560944,9320.085791628948,2170.8470026270734,2.316365390209213,1297.6248812880908,2117.4023735662263
Maize,Mizoram,2025,525232.5188007078,3929579.8762255544,9799.870697865512,2177.19437047974,1.3354456379526658,1293.8888485726857,3391.457392299582
Maize,Nagaland,2025,497334.4245490369,3951461.8046236997,9461.228190377064,2161.492518533764,1.4017522539897704,1291.077609230404,2586.9072252023343
Maize,Odisha,2025,82113.60682490913,264095.46963120514,3141.868359484429,2143.8386892783014,1.0845866274607563,1228.779292528262,1519.2291470875778
Maize,Punjab,2025,93337.405308125,350763.2679205138,4059.63938949762,2111.220451247413,0.9299604363974093,1269.6044782420113,1905.1151075557102
Maize,Rajasthan,2025,919453.2564599211,2170173.948792635,2568.9769906028023,2148.2861383182976,0.3664340048206662,1961.128200261358,1892.8419086894853
Maize,Sikkim,2025,285100.5139862148,2616158.3936507907,8567.805326858695,2171.043553417644,4.929685012965749,1140.920799397247,2280.7013823642774
Maize,Tamil Nadu,2025,477816.96594179806,2971418.2821822544,6805.904696137327,2152.5047713070803,0.8183328059451539,1422.8525341021013,1928.0680015529294
Maize,Telangana,2025,493862.6307583174,2717173.8631808087,5621.146694748392,2168.3825208748813,0.831203697920387,1100.9865899862791,2053.136609057017
Maize,Tripura,2025,516631.80502579,3793850.0319849555,9492.228787462798,2128.8318725747818,1.4579979958346214,1252.7617943520063,2861.5733726157396
Maize,Uttar Pradesh,2025,888274.6339936891,1896578.0706999348,2224.9706103668345,2189.8826621703283,0.37118052736515045,1520.5511768969357,1879.0854007667197
Maize,Uttarakhand,2025,17253.25781340023,42917.025028074364,2497.81705678687,2156.2923210420195,1.4053219335559723,1494.964699704771,2492.2348019926635
Maize,West Bengal,2025,391195.89746708795,2698490.2969746515,7033.26873071058,2176.67166509218,0.9847760720821666,1177.6507295598394,1924.6272982037842
Mesta,Andhra Pradesh,2025,1045.0322705236206,11819.431409210918,2237.8215293499416,2118.543297687251,0.6618274008853958,1602.1137788542517,2817.367007170836
Mesta,Assam,2025,3126.8081126669576,19084.881855187647,1170.2778128868424,6506.201524522819,1.9954524658885655,4450.9286134840395,1805.7936623707506
Mesta,Bihar,2025,13154.93172996333,208547.107074244,2629.4193497172223,2119.436071862899,0.30430907270569574,1444.295076196219,2299.947955689466
Mesta,Chhattisgarh,2025,295.1380608267023,695.4729441353943,374.3043831197793,6690.122944926952,0.715791154602804,5629.754882372938,8425.604542739473
Mesta,Meghalaya,2025,481308.45236806164,4694035.924283536,13437.685325727514,2117.122886899406,2.3282175872302036,1175.115163008332,2642.9258868073302
Mesta,Nagaland,2025,540682.0165905673,4807973.724496374,13239.155618934417,2144.878296742723,1.3568326283853946,1158.7798997560644,2516.654883637274
Mesta,Odisha,2025,3817.7962310689304,18440.537329216353,882.8293172886122,6703.550473461026,1.0364525888231633,4093.855656244448,4196.287175611944
Mesta,Tripura,2025,549911.8709922001,5250030.879713435,13667.848079510803,2189.996567650194,1.4510727148925422,1137.3163811434802,2564.519350427976
Mesta,West Bengal,2025,11878.350087646593,160001.40214883233,2569.712874910887,2153.211429274047,1.0177821545248575,1501.719254969132,2369.695381303196
Moong,Andaman And Nicobar Islands,2025,354212.7034420499,-484293.4269322638,-5207.816139557487,8861.223765535442,0.0,5805.7286507136605,11673.803015054096
Moong,Andhra Pradesh,2025,61262.371402194054,57032.62247437035,883.3120409033969,8958.42826483452,0.6759532174961883,3857.0744020739426,9405.638239799737
Moong,Arunachal Pradesh,2025,168749.52720401515,-1518730.0505606607,-6052.795435312384,8946.43212912975,3.0416876050970596,6262.928023044003,10206.752932636484
Moong,Assam,2025,12252.108996531622,9187.496168964844,776.8875391188958,8832.84005376394,1.9546429470930389,4876.058342556548,7843.23444548588
Moong,Bihar,2025,168628.79400852395,107356.04043078863,682.2695080372209,8917.841483154883,0.28767467970540683,5874.2791981949695,9583.49407394902
Moong,Chhattisgarh,2025,4661.429053539578,1886.44909503128,399.34424886360773,8828.3289073123,0.6905025615306901,5970.50208307403,9640.686372687152
Moong,Gujarat,2025,134898.39935953406,107990.94432254009,835.092344298543,8716.164482296355,0.17330665138176474,5359.309497353657,9857.022059269122
Moong,Haryana,2025,30855.29056331551,21338.055523567175,644.1695790516496,8940.494678728068,0.6356768889099055,5631.846823573723,9372.964894157545
Moong,Himachal Pradesh,2025,211670.14023411638,-1246525.1636463762,-5472.1254065485255,8656.659679161627,2.160164660941595,6635.40691742521,10508.787441558636
Moong,Jammu And Kashmir,2025,167560.43503328008,-1394414.0306189768,-6058.388399296098,8643.834711417534,2.8331929105451272,6439.228326860752,10776.450158134883
Moong,Jharkhand,2025,20940.511483904014,18392.248161584903,905.0651420016172,8741.182621111046,0.5617110637135829,4174.36420648739,8833.238790936159
Moong,Karnataka,2025,295298.5536273122,91533.94655029937,318.71965039873396,8757.65920332106,0.36403648356687224,5171.321132348617,9642.40550933145
Moong,Kerala,2025,171.73008421948558,127.71710427197324,662.9951677119682,8662.354998367804,1.4298030496247123,5515.343742710181,9743.374549859396
Moong,Madhya Pradesh,2025,1108952.6998312438,1340124.6059943396,1177.9298132182512,8767.553114914836,0.4319046672236057,3484.915490864069,9322.193463272923
Moong,Maharashtra,2025,190610.02902965347,74103.85570862456,372.68700433934623,8907.548023388565,0.3458784647198336,6659.230888573634,10051.71129727326
Moong,Manipur,2025,295998.5284319886,-735727.172077854,-5062.496156951271,8764.730526391728,0.771591651245887,5768.024428345377,11212.226258798053
Moong,Nagaland,2025,268725.3049501572,-945422.7943005546,-5324.646342146081,8763.14017884489,1.351825961094207,5891.050578544725,11001.134878161163
Moong,Odisha,2025,254645.0984365472,84881.61684107182,343.86796421975674,8753.153657447763,1.0130831792783008,5573.611512121244,8743.751747888371
Moong,Puducherry,2025,299787.5120837408,-694440.4073406657,-5173.175039713427,8840.063039639803,0.7549894397172519,5736.392409605958,11428.062690850395
Moong,Punjab,2025,15611.784458957205,17935.904363728656,1084.2713689968116,8760.248440921834,0.983305386630417,4246.426481326336,8013.933816923639
Moong,Rajasthan,2025,2316723.9578824746,842460.4511818595,341.8103470538248,8866.79093960131,0.35910996143057694,5276.481545427833,9433.189064051649
Moong,Tamil Nadu,2025,128867.72354758628,37360.47504512782,291.8616321947181,8850.220758117828,0.7588475137876618,6067.422036179103,9450.613544464084
Moong,Telangana,2025,29001.632932975877,21725.41707198189,751.8789768691133,8764.154153514357,0.8267235959865255,4976.176099637799,9687.348491294806
Moong,Tripura,2025,259577.44325211365,-960910.9390300192,-5478.504810098341,8814.73914022768,1.4782763569167945,5927.783907156716,10783.747868936614
Moong,Uttar Pradesh,2025,109601.30800532048,67103.2634746906,611.7837324057026,8777.190101583046,0.3639311929103759,5611.08588837795,9417.620952018855
Moong,West Bengal,2025,67242.91999266203,43308.607979624794,636.2023714113338,8701.424874670376,0.9396364741924228,5541.4395385964,8917.32836450901
Nigerseed,Andhra Pradesh,2025,1007.5204676371412,396.6937900804488,387.6170866178692,7890.020348962956,0.7073396413869738,5611.022689517724,8618.784295509688
Nigerseed,Assam,2025,5215.655383631138,2964.3761416130415,579.7643012704144,7940.49987205197,2.0888997447318776,5501.677860161171,3946.8817841339182
Nigerseed,Chhattisgarh,2025,23838.032684138092,4976.170607009728,226.06107543626877,7874.0328032241105,0.6874608394432258,6050.402021716595,7373.81505546365
Nigerseed,Gujarat,2025,1068.5741300766929,478.1591670151048,452.65963716078875,7840.838611832435,0.1742633754504673,5844.740505764029,8363.773674091053
Nigerseed,Jharkhand,2025,1396.2303609438707,552.3728809362583,367.97327426611554,8095.758227643714,0.5305715687610616,5597.588911219308,8851.811159100278
Nigerseed,Karnataka,2025,497516.61920857936,1926166.8644357736,3457.6195253076885,8109.99599982874,0.35745610840735503,4007.6569427172435,5935.06642820734
Nigerseed,Madhya Pradesh,2025,10361.429418221589,2796.345168273195,298.48301090823566,7877.8156752033,0.4318819746478942,5826.129791766088,6150.133818860601
Nigerseed,Maharashtra,2025,4899.0572869593625,908.7342686036396,185.69818869933695,7818.715965770438,0.36350890493278504,5939.72513458526,4304.850433371898
Nigerseed,Odisha,2025,33666.742061074685,13219.36900177672,373.2098913136959,8009.5904612265895,1.0140213302955692,4778.696141045106,5543.064744086536
Nigerseed,West Bengal,2025,1096.198613522755,591.0762945824076,532.5672928030798,8095.931677002939,1.001255426276267,5429.058091125373,8169.930471885125
Other Pulses,Andhra Pradesh,2025,41643.06354209117,27669.712396481857,661.0173600821737,6701.890093329669,0.708362101385711,5423.1190800218055,6159.461659462479
Other Pulses,Arunachal Pradesh,2025,219494.5280258569,566464.6926756401,488.7496132968412,6567.731863561008,2.9363867120758127,4203.893821043513,6939.997075756443
Other Pulses,Assam,2025,45911.81549297792,40297.696088412806,909.1377679594345,6705.945046046799,2.0125967623210137,3841.5704389510083,5803.877389919371
Other Pulses,Bihar,2025,63943.66038459525,67912.1396220011,987.060726821373,6712.560803511038,0.2833959132168635,3964.9162620022494,5729.970492395312
Other Pulses,Chhattisgarh,2025,176350.44291726768,99005.62521171024,557.6988051717376,6607.2089668379895,0.6714309964022342,5457.75292941896,6231.916273898818
Other Pulses,Goa,2025,416360.126353472,1682941.5097264552,1144.3514966740745,6480.4068151820475,0.023490156962460935,3169.5465336308102,4734.264150020755
Other Pulses,Gujarat,2025,39076.099832531065,25591.83781354405,620.8541983055022,6773.303404706989,0.1675295613915013,5378.791814238489,5497.476492005274
Other Pulses,Haryana,2025,2588.4856408921405,2620.4587382518775,1035.4925600167649,6664.123806220429,0.6137437589854702,4031.071764646947,4515.663205768087
Other Pulses,Himachal Pradesh,2025,23267.5671863865,42839.51845947213,1846.2131647403294,2121.119081577826,2.267118355027948,1640.6843663619497,2430.8075346165547
Other Pulses,Jammu And Kashmir,2025,218223.07922587832,606414.0823806766,533.1188416521601,6725.788680974275,2.792806265526841,4154.744787019481,6672.6693656209045
Other Pulses,Jharkhand,2025,82637.49020559614,100938.20556082577,1088.8918153866384,6562.9307845669,0.5354911249631817,3848.124982998168,6124.519276250957
Other Pulses,Karnataka,2025,264278.35960857035,144564.35204756862,585.6495455936413,6607.453354766135,0.385444568267632,5474.543672561319,5978.547703710214
Other Pulses,Kerala,2025,1248.180212872212,1691.8406732222318,1404.481947787226,6572.560968536333,1.3168515381997141,4409.862222526116,5003.613016987726
Other Pulses,Ladakh,2025,338749.63940384204,1298864.3485838482,934.830421634469,6604.556132027602,1.0711177871429725,3687.4382195194084,5887.859822652766
Other Pulses,Madhya Pradesh,2025,130240.21585333759,138881.06138401764,1068.5318658566925,6591.6722308331255,0.417843699559727,3677.964077825363,5714.705689767611
Other Pulses,Maharashtra,2025,179507.78185263198,96190.06969722593,599.2040388646889,6573.046044854783,0.3537032588010499,5666.967929956388,6184.432345523351
Other Pulses,Manipur,2025,346967.79722935375,1422761.1213136374,993.6410111144278,6680.621164680602,0.7758358888765132,3233.297303320614,5024.860694495212
Other Pulses,Meghalaya,2025,255465.79859552495,848595.4962671933,615.8735284017704,6673.375550600843,2.324076325893207,4082.260687576317,5831.745938284155
Other Pulses,Mizoram,2025,320760.0588311247,1115986.343844463,872.9535525990838,6581.5061561015655,1.3649085198376598,3855.988331930666,6077.2025993550305
Other Pulses,Nagaland,2025,309109.8244076071,1198213.3176038503,881.5233376993367,6639.876889720761,1.423196669412103,3674.2354938157814,5707.264965494682
Other Pulses,Odisha,2025,351876.84497894056,194866.74333817596,554.6643553530902,6714.723693259692,1.0450404333125545,5411.388831861931,6264.120237088677
Other Pulses,Puducherry,2025,350945.07072359894,1403254.790814611,1019.9753059394674,6507.0653718680105,0.7276493954134581,3332.891686898943,4774.522174630614
Other Pulses,Punjab,2025,1717.4481127274628,2680.3653628075026,1417.880404718353,6655.5420462010725,0.9743286460078885,4491.996789572171,4743.113429404347
Other Pulses,Rajasthan,2025,1019843.906530437,389305.1534447651,403.61511111120745,6739.966986266284,0.3758456285377447,3645.05817430937,6652.661671793353
Other Pulses,Sikkim,2025,89616.78495519882,-100323.86799576572,9.721110416725207,6586.732174687085,4.940850380530411,4422.192382628652,6459.821043096245
Other Pulses,Tamil Nadu,2025,204808.43128118067,133046.0594924726,659.2173154293994,6678.1868543508635,0.8151426680248094,5746.2163472859775,6556.177690551962
Other Pulses,Telangana,2025,4096.364710242755,3423.484759480376,858.7806093232094,6681.280753121125,0.8037332429772387,3863.1121459975534,5456.96505806994
Other Pulses,Tripura,2025,303541.95870152814,1139102.0435286546,865.3329958620312,6694.052288016966,1.5356794568724406,3687.5380199058377,5989.961395126755
Other Pulses,Uttar Pradesh,2025,480273.6753465501,772058.8466514441,1593.7969243232374,5217.808909287335,0.3731345416883089,2950.724330895588,4687.40577787848
Other Pulses,Uttarakhand,2025,29527.688106910075,31140.55495979085,1002.3810661420575,6733.034850385008,1.3691059693534122,3868.84858823356,5980.816964454166
Other Pulses,West Bengal,2025,105019.3894162044,137703.1051443729,1270.6299110074883,6440.471748885523,0.9688180392953781,3971.817286848218,6160.956607749244
Ragi,Andhra Pradesh,2025,25813.11040806854,31610.306713761227,1261.1422326711672,3999.640929544246,0.7013291532795188,2751.4557660015053,2348.347760221356
Ragi,Arunachal Pradesh,2025,419572.9652401112,3334895.240408921,9367.946793204394,3903.67567771286,3.0794988239848142,1870.888388440821,2576.887587340452
Ragi,Bihar,2025,2280.7345921275596,1878.4691803092346,877.4872187363897,3971.036395072933,0.28541417604109487,2737.253531669032,1821.8279651984822
